	0	1
656	Total duration of the study per subject (excluding screening) is about 22 weeks.	0
1327	Inclusion Criteria:  Clinical history of SAR known and treated since 2 years. Positive skin prick test (wheal > 3 mm larger than the diluent control) or RAST (≥3.5 IU/ml) to grass pollen (less than 1 year). Minimum mean T5SS of 8 during the baseline period.  Exclusion Criteria:  Have an associated asthma requiring a daily treatment other than β2 short acting agonist prn Have atopic dermatitis or urticaria requiring antihistamine treatment or the administration of oral or topical corticosteroids and any other disease requiring the administration of oral or topical corticosteroids	1
369	Primary Objective:  To evaluate the pharmacokinetics (PK) of isatuximab.  Secondary Objectives:  To evaluate the safety and tolerability of isatuximab. To assess the preliminary antitumor effect of isatuximab. To evaluate the immunogenicity of isatuximab.	0
689	The total study duration per participant is approximately from 15 to 18 weeks (core study) from screening until end-of-study visit, and 2 phone calls at Week 26 and Week 52 after the last Investigational Medicinal Product (IMP) dose.	0
219	Phase 1 of this study will evaluate the maximum tolerated dose (MTD) of XL147 when given in combination with trastuzumab (Herceptin) and in combination with trastuzumab and paclitaxel. After the MTD is established for each combination (Phase 2), subjects will be enrolled to evaluate the preliminary efficacy and safety of these combinations in metastatic HER2 positive breast cancer. Both trastuzumab and paclitaxel are used in the treatment of metastatic breast cancer (MBC), but patients can develop resistance.  The link between PI3K mutations and trastuzumab resistance has been seen in breast cancer patients. This suggests that inhibitors of the PI3K/PTEN pathway may have the potential to restore sensitivity to trastuzumab. Similarly, introduction of activated mutant forms of PI3K has been shown to transform and confer paclitaxel resistance to immortalized breast epithelial cells. XL147 is a potent and selective inhibitor of PI3K and inhibits phosphorylation of multiple downstream components of PI3K/PTEN signaling. Therefore, XL147 may have utility in the treatment of trastuzumab resistant/refractory and HER2-positive MBC when administered in combination with trastuzumab alone or with trastuzumab and paclitaxel.	0
1401	Inclusion criteria:  For all Subjects:  Male and/or female subjects, between 18 and 79 years of age, inclusive. Body weight between 50.0 and 115.0 kg, inclusive, if male, and between 40.0 and 100.0 kg, inclusive, if female, body mass index between 18.0 and 34.9 kg/m2, inclusive Normal electrocardiogram (ECG) Having given written informed consent prior to undertaking any study-related procedure Not under any administrative or legal supervision Male subject, whose partners are of childbearing potential (including lactating women), must accept to use, during sexual intercourse, a double contraception method according to the following algorithm: (condom) plus (spermicide or intra-uterine device or hormonal contraceptive) from the inclusion up to 4 months after the last dosing Male subject, whose partners are pregnant, must use, during sexual intercourse, a condom from the inclusion up to 4 months after the last dosing Male subject has agreed not to donate sperm from the inclusion up to 4 months after the last dosing Female subject must use a double contraception method including a highly effective method of birth control from at least 30 days prior to the inclusion to 30 days after the last IMP administration, except if she has undergone sterilization (documented) at least 3 months earlier or is postmenopausal  Specific for subjects with renal impairment:  Stable chronic renal impairment Vital signs and laboratory parameters within acceptable range for subjects with renal impairment  Specific for matched healthy subjects:  Normal renal function Certified as healthy by a comprehensive clinical assessment (detailed medical history and complete physical exam) Normal vital signs and laboratory parameters  Exclusion criteria:  Frequent headaches and/or migraine, recurrent nausea and/or vomiting (for vomiting only: more than twice a month) Blood donation, any volume, within 2 months before inclusion Symptomatic postural hypotension, irrespective of the decrease in blood pressure, or asymptomatic postural hypotension judged clinically relevant by the Investigator Any significant change in chronic treatment medication within 14 days before inclusion Any drug which could impact by any mechanism of action, the pharmacokinetics of the investigational medicinal product, including moderate and strong cytochrome P3A (CYP3A) inhibitors or inducers; any vaccination within the last 28 days and any biologics (antibody or its derivatives) given within 4 months before inclusion Positive result on any of the following tests: hepatitis B surface (HBs Ag) antigen, anti-hepatitis C virus (anti-HCV) antibodies, anti-human immunodeficiency virus 1 and 2 antibodies (anti-HIV1 and anti HIV2 Ab) Positive result on urine drug screen or plasma alcohol test Active hepatitis, hepatic insufficiency If female, pregnancy [defined as positive β-Human Chorionic Gonadotropin (β-HCG) blood test], breast-feeding  Specific for subjects with renal impairment:  Uncontrolled clinically relevant cardiovascular, pulmonary, gastrointestinal, metabolic, hematological, neurological, osteomuscular, articular, psychiatric, systemic, ocular, or infectious disease, or signs of acute illness Acute renal failure (de novo or superimposed on preexisting chronic renal impairment), nephrotic syndrome History of or current hematuria of urologic origin that limits the subject's participation in the study Subjects requiring dialysis during the study  Specific for matched healthy controls:  - Any history or presence of clinically relevant cardiovascular, pulmonary, gastrointestinal, hepatic, renal, metabolic, hematological, neurological, osteomuscular, articular, psychiatric, systemic, ocular, gynecologic (if female) or infectious disease, or signs of acute illness  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
1320	Inclusion criteria :  Recently (< 52 weeks) hospitalized for ACS.  Exclusion criteria:  Age < 40 years. ACS event occurring more than 52 weeks prior to randomization visit. LDL-C likely to be <70 mg/dL (<1.81 mmo/L), and apolipoprotein B (ApoB) <80 mg/dL (<0.8 g/L), and non - high-density lipoprotein cholesterol (HDL-C) <100 mg/dL (<2.59 mmol/L) with evidence-based medical and dietary management of dyslipidemia.  The above information is not intended to contain all considerations relevant to a participant's potential participation in a clinical trial.	1
21	Primary Objective:  - To determine the pharmacokinetics (PK) of a single intravenous (IV) dose of SAR279356 administered to intensive care unit (ICU) patients on mechanical ventilation  Secondary Objectives:  To determine the safety and tolerability of SAR279356 To evaluate the pharmacodynamics (PD) and immunogenicity of SAR279356 Exploratory efficacy of SAR279356 on prevention of bacterial infections	0
760		0
869	The duration of the study for an individual patient will include a screening period of up to 21 days, a treatment period of repeated 28-day cycles, and a follow-up period. End of treatment visit will be done at 30 (±7) days after last treatment.	0
420	A new human coronavirus that is transmitted through respiratory droplets, SARS-CoV-2, emerged in China in December 2019 and has spread rapidly. COVID-19, the disease caused by this virus, has a very polymorphous clinical presentation, which ranges from isolated attacks on the upper respiratory tract to acute respiratory distress syndrome. It may appear serious straightaway or may develop in two stages, with a worsening condition 7 to 10 days after the initial clinical signs, potentially linked to a cytokine storm in the immune system and accompanied by a high risk of thrombosis. The global mortality rate of COVID-19 is understood to be between 3% and 4%, with the more severe forms being more frequent among older age groups. Treatment is largely symptomatic as no antiviral treatment to date has shown to be of clinical benefit to this illness. Hydroxychloroquine is a derivative of chloroquine, which is commonly used to treat some autoimmune diseases, such as systemic lupus erythematosus. It is active in vitro in cell models of infection by multiple viruses, such as HIV, hepatitis C and SARS-CoV. However, its use in viral infections among humans has not been demonstrated.  Very recently, a non-controlled preliminary study looked into the effectiveness of hydroxychloroquine on the viral excretion of subjects affected by COVID-19. Among 20 patients treated with hydroxychloroquine in doses of 600 mg per day, the percentage of viral findings of positive SARS-CoV-2 in the nasopharynx using RT-PCR went from 100% on inclusion (start of treatment) to 43% six days later. In comparison, among the 16 patients who were not treated, 90% had a positive RT-PCR six days after inclusion. Furthermore, hydroxychloroquine has immunomodulating and anti-inflammatory properties, which could theoretically prevent or limit secondary complications.  The research hypothesis is that treatment with hydroxychloroquine improves prognosis and reduces the risk of death or using an invasive artificial ventilator on patients suffering from COVID-19.	0
199	This is a study to assess the safety and bioeffect of REGN1033 (SAR391786) in healthy volunteers.	0
450	Study to evaluate the two different strengths and dose regimen of GSP 301 to be effective in treatment of seasonal allergic rhinitis.	0
1161	Inclusion Criteria:  Healthy male subject, between 20 and 65 years inclusive. Body weight between 50.0 and 95.0 kg inclusive, body mass index between 18.0 and 30.0 kg/m² inclusive. Serum LDL-C levels >100 mg/dL  Exclusion Criteria:  Subject indicated for the use of statins according to criteria in Adult Treatment Panel (ATP) III Guidelines as updated in 2004 Significant concomitant illness or history of significant illness such as cardiac, renal, neurological, endocrinological, dermatological, metabolic or lymphatic disease, or any other illness or condition that would adversely affect the subject's participation in this study. History or presence of drug or alcohol abuse Smoking more than 5 cigarettes or equivalent in any 24 hour period. Any medication (including St John's Wort) within 14 days before the inclusion or within 5 times the elimination half-life or pharmacodynamic (PD) half-life of that drug, whichever the longest; any vaccination within the last 28 days. Positive reaction to any of the following tests: hepatitis B surface (HBs Ag) antigen, anti-hepatitis B core antibodies (anti-HBc Ab), anti-hepatitis C virus (anti-HCV) antibodies, human immunodeficiency virus (HIV) antigen and antibodies, syphilis. Elevated cholesterol due to a secondary cause such as hypothyroidism or alcohol. Presence or history of drug hypersensitivity Initiation of a new exercise routine or major change to a previous exercise routine within 4 weeks prior to Screening. Initiation of a new diet or major change to a previous diet within 4 weeks prior to Screening.  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
1019	Inclusion criteria:  Participants with type 1 diabetes mellitus. Participants on continuous insulin treatment for at least 12 months prior to screening.  Participants exclusively on a multiple (≥3) daily injection insulin analogue regimen using:  NovoLog as mealtime insulin for at least 12 weeks prior to screening and Insulin glargine (100 U/mL) as basal insulin for at least 12 weeks prior to screening Note: Participants not meeting this criterion may also qualify, provided that they complete the run-in period during which NovoLog and Lantus will be administered so that, at the time of randomization, the participants have been on NovoLog and insulin glargine (100 U/mL) for at least 12 weeks (including any potential pre-screening administration). Glycated hemoglobin (HbA1c) below 10% (85.79 mmol/mol) (inclusive) at screening. Body mass index (BMI) ≤35 kg/m² at screening.  Exclusion criteria:  Pancreatectomy and/or islet cell transplantation. Clinically significant laboratory findings, as defined by the protocol. Known presence of factors that interfere with the HbA1c measurement. History of severe hypoglycemia requiring emergency room admission or hospitalization within 3 months prior to screening. Hospitalization for recurrent diabetic ketoacidosis within 3 months prior to screening. Retinopathy or maculopathy with one of the following treatments, either recent (within 3 months of screening) or planned: intravitreal injections or laser or vitrectomy surgery. Use of glucose lowering treatments other than the multiple dose injections (MDI) and basal insulin regimen (including use of insulin pump therapy), within 12 weeks prior to screening. Participants having received systemic glucocorticoids for one week or more within 3 months prior to screening (topical, nasal spray, inhaled or intra-articular applications are allowed). Participants having received systemic immunosuppressive agents within 6 months prior to screening.  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
911	The purpose of this observational study is to describe the characteristics and outcomes over a 60-day follow-up period of participants with influenza virus infection (including influenza A subtypes such as H3N2 and 2009 H1N1, or influenza B), or a targeted non-influenza respiratory virus, who are hospitalized with severe illness and/or complications in geographically diverse locations.  Specific objectives related to influenza virus infection are to estimate the percentage of participants who go on to develop severe disease or complications that require hospitalization; to obtain information on risk factors for disease severity; and to establish a central repository of specimens for use in virus characterization, including subtyping, antigenic and genetic analyses, identification of signature mutations associated with antiviral drug resistance, mutational evolution, and additional reassortment.  Specific objectives related to novel non-influenza respiratory viruses of potential major public health importance are to characterize initial cases and their outcomes in order to develop more specific protocols that could inform the prevention and treatment of these new infections.  The information used from this study on participants with influenza and novel respiratory virus infections will be rapidly analyzed and shared broadly in order to guide policymakers and to design future studies.  Approximately 500 patients with influenza will be enrolled each year at an estimated 75 sites which are in geographically diverse locations across several continents.  Study Plan:  Participants who meet the eligibility criteria will be enrolled at participating clinical sites. Patients with a diagnosis of influenza (confirmed or suspected), who are hospitalized with complications or severe disease, will be enrolled. At enrollment, consent is signed and information (demographics, medical history (including prior influenza and pneumococcal vaccination), medications (including antivirals) and treatments prescribed) will be recorded. A blood sample for serum and plasma will be obtained at enrollment, as well as an upper respiratory tract sample and lower respiratory tract sample, if appropriate. The respiratory specimens will be sent for central reverse transcriptase polymerase chain reaction (RT-PCR) testing for influenza. For participants who are still hospitalized, and not intubated, 5 to 7 days after enrollment an additional upper respiratory sample is obtained. Status will be re-assessed at approximately 28 days and 60 days after enrollment and another blood sample for serum and plasma will obtained at both time points. For participants who are mechanically ventilated additional upper and lower respiratory tract specimens will be obtained at specific timepoints.  In February 2012, the FLU 004 Genomics protocol v 1.0 was released to the field. In August 2013, v 2.0 of the protocol was released as INSIGHT Genomics. The protocol was expanded beyond the FLU 002 and FLU 003 studies to include all qualifying INSIGHT studies (list of qualifying studies is posted on the INSIGHT website, www.insight-trials.org). The purpose of this substudy is to obtain a whole blood sample from which DNA will be extracted to study polymorphisms in immune response genes and other genetic variants that may be associated with an increased risk of severe influenza.  Participating FLU 003 Plus sites are given the option to also participate in INSIGHT Genomics which requires a separate protocol registration. Participants, once consented to FLU 003 Plus, will be offered the option to also consent to INSIGHT Genomics which includes a single whole blood sample collection. Participation in FLU 003 Plus will not be compromised if a participant opts not to participate in INSIGHT Genomics.	0
696		0
811	Phase 3 clinical trial will be conducted in conformance with Good Clinical Practices and is a multi-center, double-blind, randomized, placebo-controlled, parallel-group study evaluating the safety and efficacy of STAHIST (IMP) in 300 adult and adolescent subjects 12-60 years of age, of either sex or any race with a minimum 2-year history of seasonal allergic rhinitis (SAR) and a baseline minimum total symptom score (TSS) of not less than 8 on the S5 Subject Diary. Subjects will be treated twice daily with IMP or placebo for a period of two weeks. Subjects will visit the study site for at least 4 visits: screening, randomization/study inception, end-of-week one, final visit, and unscheduled visits as appropriate.  Run In (washout period): Subjects will be required to stop using oral nasal decongestants or first generation antihistamines for 48 hours, second generation antihistamines and Singulair for seven days, systemic corticosteroids for 30 days, and nasal or ocular corticosteroid medications for two weeks. Use of these drugs will also not be allowed during the study.  The first dose will be administered at the study site and subjects will be monitored on-site for one hour following dosing. There will be 24-hour on-call telephone access between physician/office staff and study subjects.  A Study Flow Chart will be used to facilitate trial management, record completed tasks as well as document their time of completion (See Study Flow Chart and Source Documents—Appendix D).  Safety evaluations will include monitoring of subject-reported AEs, measurement of vital signs, and assessment of safety laboratory data. Qualified independent, non-study administration individuals will be selected prior to the start of treatment for the purpose of safety monitoring.  300 subjects will be randomized. Assuming a screen failure test rate of approximately 33%, approximately 450 subjects will be screened.  At the conclusion of the study, the CSR will be prepared by the Sponsor, reviewed and approved by the Principal/Coordinator Investigator before submission.	0
1236	Inclusion criteria:  Medical diagnosis of persistent asthma for at least 12 months whose:  airway inflammation likely to be eosinophilic, asthma partially controlled or uncontrolled on ICS plus LABA therapy. On a stable dose of either Fluticasone/Salmeterol, Budesonide/Formoterol, Mometasone/Formoterol combination therapy for at least 1 month prior to screening. Signed an Informed Consent Form and Health Insurance Portability and Accountability Act (HIPAA) Authorization Form.  Exclusion criteria:  Less than 18 years or greater than 65 years of age. Clinically relevant abnormal laboratory values suggesting an unknown disease and requiring further evaluation. Chronic obstructive pulmonary disease and/or other lung diseases impairing Pulmonary Function Tests. Beta-adrenergic receptor blockers required for any reason. Current smoker or cessation of smoking within the 6 months prior to screening. Previous smoking with a smoking history >10 cigarette pack/years. Participation in another study within 6 months prior to screening if the study medication was an antibody or within 30 days prior to screening for all other study medications. Known or suspected non-compliance, alcohol or drug abuse. Inability to follow the procedures of the study (e.g, due to language problems, psychological disorders). Concomitant severe diseases or diseases for which the use of ICS or LABA were contraindicated. Known allergy to doxycycline or related compounds. Pregnancy or intention to become pregnant during the course of the study, breast feeding, or unwillingness to use a highly effective method of contraception throughout the study in women of childbearing potential. Recent history of a parasitic infection or travel to a parasitic endemic area within 6 months prior to screening.  The above information is not intended to contain all considerations relevant to a participant's potential participation in a clinical trial.	1
1470	Key Inclusion Criteria:  Must have completed the treatment phase in 1 of the two 16-week initial treatment studies (R668-AD-1334 or R668-AD-1416).  Must have achieved at least 1 of the following 2 treatment success criteria:  Investigator Global Assessment (IGA) = 0 or 1 (clear or almost clear) at week 16 OR Eczema Area and Severity Index >= 75% (EASI-75) (at least 75% reduction in EASI score from baseline to week 16)  Must be willing and able to comply with clinic visits and study-related procedures Must provide signed informed consent Must be able to understand and complete study-related questionnaires  Key Exclusion Criteria:  Receipt of rescue medication for AD in the initial treatment study Any conditions that require permanent discontinuation of study treatment in either initial treatment study Planned or anticipated major surgical procedure during the participants's participation in this study Pregnant or breastfeeding women, or women planning to become pregnant or breastfeed during this study Women unwilling to use adequate birth control, if of reproductive potential* and sexually active. Adequate birth control is defined as agreement to consistently practice an effective and accepted method of contraception, whenever engaging in heterosexual intercourse, throughout the duration of the study and for 120 days after last dose of study drug. These include hormonal contraceptives, intrauterine device, or double barrier contraception (e.g, condom + diaphragm), or a male partner with documented vasectomy. Additional requirements for acceptable contraception may apply in certain countries, based on local regulations. Investigators in these countries will be notified accordingly in a protocol clarification letter.  (*For females, menopause is defined as at least 12 consecutive months without menses; if in question, a follicle stimulating hormone level of >= 25 milli units per milliliter (mU/mL) must be documented. Hysterectomy, bilateral oophorectomy, or bilateral tubal ligation must be documented, as applicable; if documented, women with these conditions are not required to use additional contraception).	1
910	To date, no targeted therapeutic treatments for the ongoing COVID-19 outbreak have been identified. Antiviral combined with adjuvant therapies are currently under investigation. The clinical spectrum of the infection is wide, ranging from mild signs of upper respiratory tract infection to severe pneumonia and death.  In the patients who progress, the time period from symptoms onset to development of dyspnea is reported to be between 5 to 10 days, and that one to severe respiratory distress syndrome from 10 to 14 days. Globally, 15 to 18% of patients deteriorates to the need of mechanical ventilation, despite the use of non-invasive ventilatory support in the earliest phases of the disease. Probability of progress to end stage disease is unpredictable, with the majority of these patients dying from multi-organ failure. Preventing progression in spontaneously breathing patients with mild to moderate disease would translate in improved morbility and mortality and in a lower use of limited healthcare resources.  In 2004, during the SARS-coronavirus (SARS-CoV) outbreak, a pilot study showed that low dose ( max 30 ppm) inhaled NO for 3 days was able to shorten the time of ventilatory support. At the same time, NO donor compound S-nitroso-N-acetylpenicillamine increased survival rate in an in-vitro model of SARS-CoV infected eukaryotic cells.Based on the genetic similarities between the two viruses, similar effects of NO on COVID-19 can be hypothesized. While further in-vitro testing is recommended, we proposed a randomized clinical trial to test the effectiveness of inhaled NO in preventing the progression of COVID-19 related disease, when administered at an early stage.	0
1049	Inclusion criteria:  - Histologically or cytologically documented advanced solid tumor that was refractory to standard therapy or for which no standard therapy is available  Exclusion criteria:  Eastern Cooperative Oncology Group (ECOG) performance status of ≥2 Known hematological malignancies Symptomatic or untreated brain metastases requiring concurrent treatment, inclusive of but not limited to surgery, radiation, and corticosteroids Myocardial infarction within 6 months of study Day 1, unstable angina, congestive heart failure with New York Heart Association >class II, uncontrolled hypertension Active human immunodeficiency virus infection, hepatitis C virus, or chronic hepatitis B infection Major surgery within 28 days of study Day 1 Not recovered from all previous therapies (i.e. radiation, surgery, and medications) Adverse events related to previous therapies must be Common Terminology Criteria for Adverse Events (CTCAE) grade ≤ 1 (except alopecia) at screening or returned to the subject's baseline prior to their most recent previous therapy Inadequate organ and bone marrow function Radiation therapy within 14 days of study Day 1 Chemotherapy or antibody therapy for treatment of underlying malignancy within 21 days of study Day 1 Concurrent or prior (within 7 days of study Day 1) anticoagulation therapy Currently enrolled or was enrolled within 30 days of completing other investigational drug study, or receiving other investigational agent not approved for any indications Subject who had been previously enrolled in this study . Not available for follow-up assessment Any kind of disorder that compromised the ability of the subject to give written informed consent and/or comply with the study procedures Patient who is judged by the investigator as not suitable for participation in the study  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
505	The duration of the study for one patient in the dose escalation phase of the study will include a screening period of up to 3 weeks, a 3-week treatment cycle(s) and a 2-week treatment cycle(s). The patients may continue treatment until disease progression, unacceptable toxicity, or willingness to stop, followed by a minimum of 30-day follow-up. If a patient treated in dose escalation part or in an expansion cohorts, continues to benefit from the treatment at the time of Clinical Study Report, the patient can continue study treatment and will continue to undergo all assessments as per the study flowchart. Such patients will be followed at least until 30 days after the last IMP administration.	0
1398	Inclusion Criteria:  Formally serving medical staff in Taihe Hospital;  Exclusion Criteria:  pregnant women; severe chronic diseases who are unable to participate in daily routine work; fever (temperature≥37.3 ° ) and / or respiratory symptoms.	1
1255	Inclusion Criteria:  Informed Consent Male or female subjects 12 years of age or older Documented history of season allergic rhinitis to mountain cedar pollen General good health Other criteria apply  Exclusion Criteria:  History of physical findings of nasal pathology (within 60 days prior to screening visit) Participation in any investigational drug study 30 days preceding screening visit History of respiratory infection/disorder with 14 days preceding screening visit Use of any prohibited concomitant medications Other criteria apply	1
405	Primary Objective:  To characterize the patients who receive Dupixent® (dupilumab) for AD in a real-world setting, with respect to their medical history, socio-demographic and disease characteristics, and prior and concomitant treatments of AD  Secondary Objectives:  To characterize real-world use patterns of Dupixent® for AD (eg, used regimens, reason for initiation of new treatments, concomitant therapies, treatment durations and reasons for discontinuation and/or switching) To assess the long-term effectiveness of Dupixent® in adult AD patients in a real-world setting To assess comorbid atopic conditions and effects of treatment in comorbid atopic conditions in adult patients who receive Dupixent® for AD To collect safety data on study participants	0
317	The outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in China has been declared a public health emergency of international concern. Despite lower mortality rate, SARS-CoV-2 has killed more people than SARS and MERS and the number keeps growing. Epidemic studies have been well described clinical features of patients with COVID-19, with the disease severity being an independent predictor of poor outcome. However, there is still no research investigating the prognostic factors of patients with COVID-19.	0
183	The study explores the efficacy of lopinavir plus ritonavir and arbidol in treating with novel coronavirus infection. As a result this study would provide evidence for the clinical usage of these drugs in the future .	0
1120	Inclusion criteria:  Male or female patients ≥18 years of age. Patients diagnosed with OAG (including pseudoexfoliation and pigment dispersion syndromes and patients with a history of narrow angle closure with a patent peripheral iridotomy) or OHT. Documented intraocular pressure (IOP) fulfilling the eligibility criteria (below) at both the screening and baseline visits: At the screening visit an IOP ≤21 mmHg in both eyes if currently treated with an IOP-lowering medication or an IOP ≥22 mmHg and <36 mmHg if treatment-naïve or not on IOP lowering medication for at least 5 weeks. At the baseline visit following washout an IOP ≥22 mmHg and <36 mmHg at about 8:00 am, an IOP >20 mmHg and <36 mmHg at about 12:00 noon, and an IOP >18 mmHg and <36 mmHg at about 4:00 pm. Baseline laboratory parameters within the defined screening threshold for the Investigator site, unless the Investigator considers and documents an abnormality to be clinically irrelevant. Having given written informed consent prior to undertaking any study-related procedure, including stopping their current glaucoma treatment, if any, and engaging into the corresponding washout procedures. Patients should agree to discontinue any concomitant topical ocular medication(s) and current IOP-reducing agents. Best corrected Early Treatment Diabetic Retinopathy Study (ETDRS) visual acuity score of +1.0 logMAR (Snellen equivalent 20/200) or better in both eyes at the screening and baseline visits. Patients on systemic β blockers must be on a stable dose for at least 2 weeks before screening and should expect to continue the treatment during the study with no anticipated alteration in the medication dose. Patients should agree to discontinue contact lenses during treatment with the study medication.  Exclusion criteria:  Any clinically significant disease or concomitant medication that would interfere with the study evaluation. Patients with advanced glaucoma at risk of progression during the study in the opinion of the Investigator. Presence or history of hypersensitivity to latanoprost or known history of non-response to any prostaglandin analog given for the reduction of IOP. History of hypersensitivity or allergy to any component of the investigational medicinal product or any of the diagnostic medications or materials used in the conduct of the study. Use or expected need for ocular (topical, periocular, or intravitreal), local (inhaled or nasal), or systemic glucocorticoid medications within 4 weeks prior to the baseline visit and for the duration of the study. Any vaccination within the last 28 days from randomization or during screening whichever is longer. Any patient in the exclusion period of a previous study according to applicable regulations. Any patient who cannot be contacted in case of emergency. Any patient who is the Investigator or any subinvestigator, research assistant, pharmacist, study coordinator, or other staff thereof, directly involved in conducting the study. Positive result on any of the following tests: hepatitis B surface (HBs Ag) antigen, anti-hepatitis C virus (anti-HCV) antibodies, anti-human immunodeficiency virus 1 and 2 antibodies (anti-HIV1 and anti HIV2 Ab). Positive result on urine drug screen (amphetamines/methamphetamines, barbiturates, benzodiazepines, cannabinoids, cocaine, opiates) unless the result of a medical prescription. An IOP ≥36 mmHg at any time during the screening, baseline, or randomization visits (Day 1 predose). History of ocular surgery (including laser) or trauma in either eye within 6 months of the screening visit. History of glaucoma filtering surgery or aqueous shunt procedures (traditional valves and/or microinvasive glaucoma surgery [MIGs]). History of ocular infection within the past 3 months or ongoing or recurrent ocular inflammation (ie, moderate to severe blepharitis, allergic conjunctivitis, herpetic keratitis, peripheral ulcerative keratitis, scleritis, or uveitis) in either eye. Any ocular abnormalities or symptoms indicative of ongoing ophthalmic disease (except if related to glaucoma or OHT). Central corneal thickness <500 µm or >620 µm at the baseline visit. Any evidence of cornea guttata or corneal endothelial dysfunction from medical history or at the baseline visit. Uncontrolled disease that would interfere with the study conduct, the interpretation of the study results, or the ability of the patient to meet the requirements of the study schedule. Any corneal abnormalities preventing reliable applanation tonometry. Closed/barely open anterior chamber angle or a history of acute angle closure in either eye not adequately treated with a peripheral iridectomy. Diagnosis of a clinically significant or progressive retinal disease (eg, diabetic retinopathy, advanced age-related macular degeneration, inherited retinal dystrophies) in either eye. Advanced optic nerve abnormality or history of visual field loss in either eye based on the assessment of the Investigator which could put the patient at risk of glaucoma progression by participating in the study. History of aphakia, pseudophakia with a torn posterior lens capsule, macular edema, or known risk factors for macular edema in either eye.  The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial.	1
1389	Inclusion Criteria:  Men and women ≥ 40 and ≤ 75 years of age. Diagnosis of OA of the knee according to American College of Rheumatology (ACR) criteria, and experiencing moderate to severe pain in the index knee for at least 3 months prior to the screening visit. Kellgren-Lawrence grade 2-3 radiographic severity of the index knee at or within 6 months prior to Screening.  Exclusion Criteria:  Significant concomitant illness including, but not limited to, cardiac, renal, neurological, endocrinological, metabolic or lymphatic disease that would adversely affect the patient's participation in the study. Patients with joint replacement in the affected knee. Patients with peripheral neuropathy due to any reason.	1
609		0
626	The total study duration for a screened subject will be about 3 - 8 weeks (excluding screening of 2 to 28 days), treatment period of 2 days for each 3 periods (1 overnight stay), a washout period of 5-18 days (preferentially 7 days between consecutive dosing), and an end-of-study visit of 1 day between Days 5 and 14 after the last administration of the investigational product.	0
485	Primary Objective:  To assess the effects of multiple-dose hydrochlorothiazide (HCTZ) on the steady-state pharmacokinetics (PK) of sotagliflozin.  Secondary Objectives:  To assess the safety and tolerability of multiple-dose sotagliflozin with and without co-administration of multiple-dose HCTZ To assess the effects of multiple-dose sotagliflozin on the steady-state PK of HCTZ To assess the effects of multiple-dose HCTZ on the steady-state PK of sotagliflozin-3-O-glucuronide	0
278	The main purposes of this study are to describe the pharmacodynamic effects, safety and pharmacokinetics of a single dose of sarilumab.	0
630	Cohort 1: The total study duration for a screened patient will be about 3 - 8 weeks (excluding screening), with screening period of 4 to 28 days, 3 treatment periods of 2 days each period, washout period of 5 to 18 days, and end-of-study visit at 5 to 12 days after last IMP administration. Cohort 2: The total study duration for a screened patient will be about 2 - 5 weeks (excluding screening), with screening period of 4 to 28 days, 2 treatment periods of 2 days each period, washout period of 5 to 18 days, and end-of-study visit at 5 to 12 days after last IMP administration.	0
20	The purpose of this study is to determine the safety, tolerability, and pharmacokinetics of SAR 1118 within the anterior and posterior chamber of the eye and plasma in subjects undergoing elective vitrectomy when treated with escalating concentrations of the study drug for approximately 1 week.	0
170	Primary Objective:  Injection Site Tolerability  Secondary Objectives:  To assess the safety profile of alirocumab SAR236553 (REGN727) To assess the pharmacokinetic-pharmacodynamic relationship of alirocumab SAR236553 (REGN727)	0
901	Approximately 41 days, including a 21-day screening period, a 1-day treatment period, followed by a 9-day period of plasma sampling for assessment of primary endpoints.	0
1039	Inclusion criteria :  Male participant with Fabry disease who previously completed study ACT13739. Participants, willing and able to provide signed informed consent. Sexually active participants, willing to practice true abstinence in line with their preferred and usual lifestyle or using two acceptable effective methods of contraception.  Exclusion criteria :  -Participants, in the opinion of the Investigator, unable to adhere to the requirements of the study.  The above information was not intended to contain all considerations relevant to a participant's potential participation in a clinical trial.	1
176	Collection and analysis of demographic, clinical, radiographic and laboratory characteristics of CoViD-19 patients to identify predictors of disease severity, mortality and treatment response, and to identify subgroup of patients that might benefit from specific therapeutic interventions	0
327	Comparative study on clinical efficacy and safety of levocetirizine and desloratadine as measured by the subject's satisfaction/dissatisfaction after one week of treatment	0
706		0
