"","ID","label","ct_eligibility"
"1399",399,"EligibilityCriteria","Inclusion Criteria:

Formally serving medical staff in Taihe Hospital;

Exclusion Criteria:

pregnant women; severe chronic diseases who are unable to participate in daily routine work; fever (temperature≥37.3 ° ) and / or respiratory symptoms."
"1400",400,"EligibilityCriteria","Inclusion Criteria:

Pain present for at least 2 weeks, but not lasting for more than 16 weeks prior to the screening visit.
A confirmed diagnosis of sciatica at the screening visit.
Weight less than 120 kg

Exclusion Criteria:

﻿Back surgery within 6 months prior to the screening visit
Neurological deficit (muscle weakness and/or reflex loss; loss of bowel or bladder function) from any cause including sciatica
Other conditions which may confound the interpretation of the study, such as carpal tunnel syndrome, MS, rheumatoid arthritis, spinal stenosis, etc.
Allergy to doxycycline or related compounds
Women who are pregnant or nursing"
"1401",401,"EligibilityCriteria","Inclusion Criteria:

Clinical diagnosis of atopic dermatitis that has been present for at least 3 years before the screening visit
Investigator's Global Assessment (IGA) score of >/= 3 at the screening and baseline visits
>/= 15% body surface area (BSA) of AD involvement at the screening and baseline visits
History of inadequate response to a stable (>/= 1 month) regimen of topical corticosteroids or calcineurin inhibitors as treatment for AD within 3 months before the screening visit
Willing and able to comply with clinic visits and study-related procedures
Patient able to read and understand, and willing to sign the informed consent form

Exclusion Criteria:

A positive QuantiFERON® - TB (tuberculosis) Gold Test at the screening visit
Known history of Human Immunodeficiency Virus (HIV), Hepatitis B or Hepatitis C and/or positive Hepatitis B surface antigen (HBsAg), positive Hepatitis C antibody (HCV)
Treatment with an investigational drug within 8 weeks before the baseline visit
Treatment with leukotriene inhibitors within 4 weeks before the baseline visit
Treatment with systemic corticosteroids within 4 weeks before the baseline visit
Treatment with topical corticosteroids, tacrolimus, and/or pimecrolimus within 1 week before the baseline visit
Systemic treatment for AD with an immunosuppressive/immunomodulating substance within 4 weeks before the baseline visit
Chronic or acute infection requiring treatment
History of clinical parasite infection, other than treated trichomoniasis
History of malignancy within 5 years before the baseline visit
Any medical or psychiatric condition which, in the opinion of the investigator or the sponsor's medical monitor, would place the patient at risk, interfere with participation in the study, or interfere with the interpretation of study results
Pregnant or breast-feeding women
Unwilling to use adequate birth control, if of reproductive potential and sexually active"
"1402",402,"EligibilityCriteria","Inclusion criteria:

For all Subjects:

Male and/or female subjects, between 18 and 79 years of age, inclusive.
Body weight between 50.0 and 115.0 kg, inclusive, if male, and between 40.0 and 100.0 kg, inclusive, if female, body mass index between 18.0 and 34.9 kg/m2, inclusive
Normal electrocardiogram (ECG)
Having given written informed consent prior to undertaking any study-related procedure
Not under any administrative or legal supervision
Male subject, whose partners are of childbearing potential (including lactating women), must accept to use, during sexual intercourse, a double contraception method according to the following algorithm: (condom) plus (spermicide or intra-uterine device or hormonal contraceptive) from the inclusion up to 4 months after the last dosing
Male subject, whose partners are pregnant, must use, during sexual intercourse, a condom from the inclusion up to 4 months after the last dosing
Male subject has agreed not to donate sperm from the inclusion up to 4 months after the last dosing
Female subject must use a double contraception method including a highly effective method of birth control from at least 30 days prior to the inclusion to 30 days after the last IMP administration, except if she has undergone sterilization (documented) at least 3 months earlier or is postmenopausal

Specific for subjects with renal impairment:

Stable chronic renal impairment
Vital signs and laboratory parameters within acceptable range for subjects with renal impairment

Specific for matched healthy subjects:

Normal renal function
Certified as healthy by a comprehensive clinical assessment (detailed medical history and complete physical exam)
Normal vital signs and laboratory parameters

Exclusion criteria:

Frequent headaches and/or migraine, recurrent nausea and/or vomiting (for vomiting only: more than twice a month)
Blood donation, any volume, within 2 months before inclusion
Symptomatic postural hypotension, irrespective of the decrease in blood pressure, or asymptomatic postural hypotension judged clinically relevant by the Investigator
Any significant change in chronic treatment medication within 14 days before inclusion
Any drug which could impact by any mechanism of action, the pharmacokinetics of the investigational medicinal product, including moderate and strong cytochrome P3A (CYP3A) inhibitors or inducers; any vaccination within the last 28 days and any biologics (antibody or its derivatives) given within 4 months before inclusion
Positive result on any of the following tests: hepatitis B surface (HBs Ag) antigen, anti-hepatitis C virus (anti-HCV) antibodies, anti-human immunodeficiency virus 1 and 2 antibodies (anti-HIV1 and anti HIV2 Ab)
Positive result on urine drug screen or plasma alcohol test
Active hepatitis, hepatic insufficiency
If female, pregnancy [defined as positive β-Human Chorionic Gonadotropin (β-HCG) blood test], breast-feeding

Specific for subjects with renal impairment:

Uncontrolled clinically relevant cardiovascular, pulmonary, gastrointestinal, metabolic, hematological, neurological, osteomuscular, articular, psychiatric, systemic, ocular, or infectious disease, or signs of acute illness
Acute renal failure (de novo or superimposed on preexisting chronic renal impairment), nephrotic syndrome
History of or current hematuria of urologic origin that limits the subject's participation in the study
Subjects requiring dialysis during the study

Specific for matched healthy controls:

- Any history or presence of clinically relevant cardiovascular, pulmonary, gastrointestinal, hepatic, renal, metabolic, hematological, neurological, osteomuscular, articular, psychiatric, systemic, ocular, gynecologic (if female) or infectious disease, or signs of acute illness

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1403",403,"EligibilityCriteria","Inclusion criteria:

Cohort 1: Sarilumab-Exposed Cohort
Currently pregnant, exposed to Kevzara (sarilumab) for approved indication
Cohort 2: Disease-matched Comparison Cohort
Currently pregnant, diagnosed with Kevzara (sarilumab) approved indication
Cohort 3: Non-diseased Comparison Cohort
Currently pregnant, not diagnosed with a Kevzara (sarilumab) indication and unexposed to Kevzara

Exclusion criteria:

First contact the Registry after prenatal diagnosis of any major structural defect or after pregnancy outcome is known (retrospective data).

Enrolled in this cohort study with a previous pregnancy. Cohort 1: Sarilumab-Exposed Cohort

Exposed to Kevzara (sarilumab) for an indication other than a currently approved indication.
Exposure to another biologic during pregnancy or within 10 weeks prior to the first day of LMP.
Exposed to methotrexate, cyclophosphamide, chlorambucil, or mycophenolate mofetil in pregnancy (ie, at any time after the LMP), or leflunomide within two years prior to pregnancy unless a blood level for leflunomide below 0.02 mcg/mL has been documented prior to LMP before the pregnancy.
Cohort 2: Disease-matched Comparison Cohort
Exposure to any Kevzara (sarilumab) during pregnancy or within 10 weeks prior to the first day of the LMP.
Exposed to methotrexate, cyclophosphamide, chlorambucil, or mycophenolate mofetil in pregnancy (ie, at any time after the LMP), or leflunomide within two years prior to pregnancy unless a blood level for leflunomide below 0.02 mcg/mL has been documented prior to LMP before the pregnancy.
Cohort 3: Non-diseased Comparison Cohort
Diagnosed for any serious chronic disease that is thought to adversely impact pregnancy.
Exposed to a known human teratogen during pregnancy as confirmed by the OTIS Research Center

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1404",404,"EligibilityCriteria","Inclusion criteria :

Male and female patients aged ≥1 and ≤17 years (or country specified age requirement, 12-17 years for Russia) at the time of the screening visit.

Diagnosis of systemic JIA subtype according to the International Associations against Rheumatism (ILAR) 2001 Juvenile Idiopathic Arthritis (JIA) Classification Criteria with the following features:

5 active joints at screening or
2 active joints at screening with systemic JIA fever >37.5 0C in the 3 days preceding baseline or for at least 3 out of any 7 consecutive days during screening despite glucocorticoids at a dose stable for at least 3 days.
Patient with an inadequate response to current treatment and considered as a candidate for a biologic disease modifying anti rheumatic drug (DMARD) as per investigator's judgment.

Exclusion criteria:

Body weight <10 kg or >60 kg for patients enrolled in the ascending dose cohorts, then body weight <10 kg for patients subsequently enrolled at the selected dose.
Uncontrolled severe systemic symptoms and/or Macrophage Activation Syndrome (MAS) within 6 months prior to screening.
History of or ongoing interstitial lung disease, pulmonary hypertension, pulmonary alveolar proteinosis.
If nonsteroidal anti-inflammatory drugs (NSAIDs) (including cyclo oxygenase-2 inhibitors [COX-2]) taken, dose stable for less than 2 weeks prior to the baseline visit and/or dosing prescribed outside of approved label.
If non-biologic DMARD taken, dose stable for less than 6 weeks prior to the baseline visit or at a dose exceeding the recommended dose as per local labeling.
If oral glucocorticoid taken, dose exceeding equivalent prednisone dose 1 mg/kg/day (or 60 mg/day) within 3 days prior to baseline.
Use of parenteral or intra-articular glucocorticoid injection within 4 weeks prior to baseline.
Prior treatment with anti-interleukin 6 (IL-6) or IL-6 receptor (IL-6R) antagonist therapies, including but not limited to tocilizumab or sarilumab.
Treatment with any biologic treatment for sJIA within 5 half-lives prior to the first dose of sarilumab (the required off treatment periods and procedures may vary according to local requirements).
Treatment with a Janus kinase inhibitor within 4 weeks prior to the first dose of sarilumab; and treatment with growth hormone within 4 weeks prior to the first dose of sarilumab (the required off treatment periods and procedures may vary according to local requirements).
Treatment with any investigational biologic or non-biologic product within 8 weeks or 5 half-lives prior to baseline, whichever is longer.
Exclusion related to tuberculosis.
Exclusion criteria related to past or current infection other than tuberculosis.
Any live, attenuated vaccine within 4 weeks prior to the baseline visit, such as varicella-zoster, oral polio, rubella vaccines. Killed or inactive vaccine may be permitted based on the Investigator's judgment.
Exclusion related to history of a systemic hypersensitivity reaction to any biologic drug and known hypersensitivity to any constituent of the product.
Laboratory abnormalities at the screening visit (identified by the central laboratory).
Severe cardiac disease due to sJIA.
Pregnant or breast-feeding female adolescent patients.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1405",405,"EligibilityCriteria","Inclusion criteria:

Diagnosis of rheumatoid arthritis (RA) ≥ 3 months.
Moderately to severely active rheumatoid arthritis.
Participants who per investigator judgment were incomplete responders to at least 12 weeks of an adequate dose of continuous treatment with or who were intolerant of one or a combination of non-biologic disease modifying anti-rheumatic drugs (DMARDs).

Exclusion criteria:

Participants < 18 years of age.
Past history of, or current, autoimmune or inflammatory systemic or localized joint disease(s) other than RA.
History of juvenile idiopathic arthritis or arthritis onset prior to age 16.
Severe active systemic RA, including but not limited to vasculitis, pulmonary fibrosis, and/or Felty's syndrome.
Prior treatment with any biologic anti-interleukin 6 (IL-6) or IL-6 receptor (IL-6R) antagonist therapies.
Treatment with prednisone > 10 mg or equivalent per day, or change in dosage within 4 weeks prior to randomization.
New treatment with or dose-adjustment of on-going nonsteroidal anti-inflammatory drug (NSAIDs) or cyclooxygenase-2 (COX-2) inhibitors within 4 weeks prior to randomization, except for the use of low-dose acetylsalicylic acid for cardiovascular diseases.
Use of parenteral glucocorticoids or intra-articular glucocorticoids injection within 4 weeks prior to randomization.
Prior treatment with a Janus kinase (JAK) inhibitor (tofacitinib).
New treatment or dose-adjustment to on-going medication for dyslipidemia, such as statin, within 6 weeks prior to randomization.
Participation in any clinical research study evaluating another investigational drug or therapy within 5 half-lives or 60 days of first dose of study drug administration, whichever is longer.
Participants with a history of malignancy other than adequately-treated carcinoma in-situ of the cervix, non-metastatic squamous cell or basal cell carcinoma of the skin, within 5 years prior to the randomization visit. Non-malignant lymphoproliferative disorders are also excluded.
Participants with active tuberculosis or untreated latent tuberculosis infection.
Pregnant or breast feeding women.

The above information is not intended to contain all considerations relevant to a Participant's potential participation in a clinical trial."
"1406",406,"EligibilityCriteria","Inclusion criteria:

Initiating treatment with Dupixent® for AD according to the country-specific prescribing information. Note: Participants may be eligible if they have already initiated treatment with Dupixent® for AD within 6 months before their enrollment in the registry, provided that all core baseline data required (Eczema Area and Severity Index [EASI], Scoring of Atopic Dermatitis [SCORAD], body surface area [of AD involvement] [BSA], Patient-Oriented Eczema Measure [POEM], and Dermatology Life Quality Index [DLQI]) by the registry protocol were captured at the time of initiating Dupixent® treatment and are available for entry in the registry database
Able to understand and complete study-related questionnaires
Provide signed informed consent

Exclusion criteria:

Participants who have a contraindication to the drug according to the country-specific prescribing information label
Any condition that, in the opinion of the investigator, may interfere with patient's ability to participate in the study, such as short life expectancy, substance abuse, severe cognitive impairment, or other co-morbidities that can predictably prevent the participant patient from adequately completing the schedule of visits and assessments
Patients currently participating in any interventional clinical trial which modifies patient care

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1407",407,"EligibilityCriteria","Inclusion criteria :

Patients with asthma who completed the treatment period in the previous dupilumab asthma clinical study LTS12551.
Signed written informed consent.

Exclusion criteria:

Patients who experienced any systemic hypersensitivity reactions to the investigational medicinal product (IMP) in the previous dupilumab asthma study, which, in the opinion of the Investigator, could indicate that continued treatment with dupilumab may present an unreasonable risk for the patient.
Clinically significant comorbidity/lung disease other than asthma.
Patients with active autoimmune disease or patients who, as per Investigator's medical judgment, are suspected of having high risk for developing autoimmune disease.
History of malignancy within 5 years before enrollment except completely treated in situ carcinoma of the cervix, completely treated and resolved nonmetastatic squamous or basal cell carcinoma of the skin.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1408",408,"EligibilityCriteria","Inclusion criteria:

- Patients with asthma who completed the treatment period in a previous dupilumab asthma clinical study (ie, PDY14192, EFC13579 or EFC13691) or patients with asthma who completed the treatment and follow-up periods in previous dupilumab asthma Study DRI12544.

Exclusion criteria:

- Patients who experienced any hypersensitivity reactions to Investigational Medicinal Product (IMP) in the previous dupilumab asthma study, which, in the opinion of the Investigator, could indicate that continued treatment with dupilumab, may present an unreasonable risk for the patient.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1409",409,"EligibilityCriteria","Inclusion criteria:

Cohort 1: Alirocumab-Exposed:

Currently pregnant - Diagnosed with primary hypercholesterolemia and atherosclerotic cardiovascular disease, or primary hypercholesterolemia associated with familial hypercholesterolemia - Exposed to alirocumab for any number of days, at any dose, and at any time from the first day of the last menstrual period up to and including the end of pregnancy - Agree to the conditions and requirements of the study and provide informed consent.

Cohort 2: Disease-Matched Comparison:

Currently pregnant - Diagnosed with primary hypercholesterolemia and atherosclerotic cardiovascular disease, or primary hypercholesterolemia associated with familial hypercholesterolemia - Unexposed to alirocumab or any biologic medication during pregnancy or any time within 10 weeks prior to the first day of the last menstrual period - Agree to the conditions and requirements of the study and provide informed consent.

Cohort 3: Non-Diseased Comparison:

Currently pregnant - Not diagnosed with primary hypercholesterolemia and atherosclerotic cardiovascular disease, or primary hypercholesterolemia associated with familial hypercholesterolemia - Unexposed to alirocumab or any biologic any time in pregnancy or within 10 weeks prior to the first day of the last menstrual period - Unexposed to any known human teratogens as determined by the Organization of Teratology Information Specialists Research Center - Agree to the conditions and requirements of the study and provide informed consent.

Exclusion criteria:

Cohort 1: Alirocumab-Exposed:

First contact the Registry after prenatal diagnosis of a major structural birth defect - Enrollment in this pregnancy registry study with a previous pregnancy - Pregnancy outcome is reported retrospectively.

Cohort 2: Disease-Matched Comparison:

First contact the Registry after prenatal diagnosis of a major structural birth defect - Exposure to any alirocumab or other biologic medication during pregnancy or within 10 weeks prior to the first day of the last menstrual period - Enrollment in this pregnancy registry study with a previous pregnancy - Pregnancy outcome is reported retrospectively.

Cohort 3: Non-Diseased Comparison:

First contact the Registry after prenatal diagnosis of a major structural birth defect - Exposure to alirocumab or other biologic medication during pregnancy or within 10 weeks prior to the first day of the last menstrual period - Exposure to a known human teratogen as determined by the Organization of Teratology Information Specialists Research Center - Enrollment in this pregnancy registry study with a previous pregnancy - Pregnancy outcome is reported retrospectively.

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
"1410",410,"EligibilityCriteria","Inclusion Criteria:

Age/Gender: males and females aged >20 to < 65 years (at the time of obtaining consent).
Positive cases in whom blood specific IgE antibody quantification against cedar pollen showed class 2-6 in a health checkup conducted within the past 3 years.
Cases who were diagnosed as patients with seasonal allergic conjunctivitis and were judged eligible as subjects of the said study by the investigator or co-investigator from the results of medical examination conducted on the day of the study or prior to it.
Cases who gave consent on study participation of their own free will in writing, with understanding the contents of the said study.

Exclusion Criteria:

Cases with an ocular disease that requires treatment other than allergic conjunctivitis.
Cases with an inflammatory ocular disease in the external/anterior part of the eye that may affect drug efficacy evaluation.
Cases with a respiratory disease such as bronchial asthma other than allergic rhinitis.
Cases with past history of anaphylaxis.
Cases with past history of hypersensitivity to olopatadine hydrochloride/tranilast.
Cases undergoing immunotherapy (hyposensitization therapy; modulated therapy).
Patients who are pregnant, lactating women, or may be pregnant, or cases wishing to be pregnant during the study period.
Other cases who are judged ineligible for participation in the main study by the doctor in charge of the study."
"1411",411,"EligibilityCriteria","Inclusion Criteria:

Laboratory confirmed COVID19 infection defined with a positive RT-PCR from any specimen.

Hospital admission with at least one of the following:

fever ≥ 36.6 °C from axillary site; or ≥ 37.2°C from oral site; or ≥ 37.6°C from tympanic or rectal site.
Respiratory rate ≥ 24 bpm
cough
Spontaneous breathing with or without hypoxia of any degree. Gas exchange and ventilation maybe assisted by any continuous continuous airway pressure (CPAP), or any system of Non Invasive Ventilation (NIV), with Positive End-Expiratory Pressure (PEEP) ≤ 10 cmH2O.
≤ 8 days since onset of the symptoms

Exclusion Criteria:

Pregnancy, or positive pregnancy test in a predose examination
Open tracheostomy
Therapy with high flow nasal cannula
Clinical controindication, as deemed by the attending physician"
"1412",412,"EligibilityCriteria","Inclusion Criteria:

Be ≥ 18 years of age
Have been admitted to hospital
Have a signed informed consent by participant or surrogate/representative

Have a local diagnosis (confirmed or suspected) of influenza, or of a targeted non-influenza viral respiratory infection*, resulting in (or extending a previous) hospitalization

A list of targeted non-influenza respiratory viruses is maintained on the INSIGHT website.

Exclusion Criteria:

Current imprisonment, or compulsory detention (involuntary incarceration) for treat of a psychiatric or physical illness."
"1413",413,"EligibilityCriteria","Inclusion criteria:

≥18 years of age.
Non-infectious intermediate, posterior, or pan-uveitis in the study eye.
Active disease at screening or evidence of activity within the 3 months prior to screening visit. Following the approval of amendment-2, only participants with ""active disease"" as defined above were enrolled in the study.
Starting oral prednisone dose must be greater than or equal to 15 mg/day and less than 80 mg/day.
At screening, participants must be receiving oral prednisone (≥15 mg and <80 mg/day [or equivalent oral corticosteroid]) as single immunosuppressive therapy or in combination with MTX (≤25 mg/week) orally or intravenously or intramuscular or subcutaneous). -
Participants could be receiving one or several of the following therapies: Azathioprine (≤2.5 mg/kg/day), Mycophenolate mofetil (≤2 g daily, orally), Cyclosporine (≤4 mg/kg daily, orally), Tacrolimus (≤4 mg daily, orally).
The doses might not had been increased for at least 4 weeks prior to the randomization visit.
At randomization, participants had been receiving oral prednisone (≥15 mg and <80 mg/day [or equivalent oral corticosteroid]) as single immunosuppressive therapy or in combination with MTX (≤25 mg/week) orally or intravenously or intramuscular or subcutaneous).
Azathioprine, mycophenolate mofetil, cyclosporine and tacrolimus had to be permanently discontinued at least 48 hours prior to the first study treatment injection, or longer as per Investigator's judgment. These immunomodulatory therapies (IMTs) were not permitted anytime during the treatment period.
Signed written informed consent.

Exclusion criteria:

Participants with best-corrected visual acuity (BCVA) worse than 20 early treatment diabetic retinopathy study (ETDRS) letters in at least one eye.
Participants with confirmed or suspected uveitis of infectious etiology or uveitis of traumatic etiology.
Participants with primary diagnosis of anterior uveitis.
Prior treatment with anti-interleukin-6 (IL-6) or interleukin-6 receptor complex (IL-6R) antagonist therapies, including tocilizumab and sarilumab.

The above information is not intended to contain all considerations relevant to a participant's potential participation in a clinical trial."
"1414",414,"EligibilityCriteria","Inclusion criteria :

Body weight between 50 and 95 kg, inclusive, body mass index between 18.5 and 29 kg/m², inclusive.
Fasting serum C-peptide <0.3 nmol/L.
Glycohemoglobin (HbA1c) ≤75 mmol/mol (≤9%).
Stable insulin regimen for at least 2 months prior to study (with respect to safety of the patient and scientific integrity of the study).
Certified as otherwise healthy for T1DM patient by assessment of medical history and physical examination (cardiovascular system, chest and lungs, thyroid, abdomen, nervous system, skin and mucosae, and musculoskeletal system), unless the Investigator considers any abnormality to be clinically irrelevant and not interfering with the conduct of the study (with respect to safety of the subject and scientific integrity of the study).

Normal vital signs after at least 10 minutes resting in supine position:

95 mmHg <systolic blood pressure (SBP) <150 mmHg.
45 mmHg <diastolic blood pressure (DBP) <95 mmHg.
50 bpm <heart rate (HR) <90 bpm.
Normal standard 12-lead electrocardiogram (ECG) after at least 10 minutes resting in supine position; 120 ms <PR <220 ms, QRS <120 ms, QTc ≤450 ms if male, ≤470 ms if female.
Laboratory parameters within the normal range (or defined screening threshold for the Investigator site), unless the Investigator considers an abnormality to be clinically irrelevant for diabetes patients; however serum creatinine should be strictly below the upper laboratory norm; alkaline phosphatase, hepatic enzymes (aspartate aminotransferase, alanine aminotransferase), and total bilirubin (unless the patient has documented Gilbert syndrome) should not be above 1.5 x upper limit of normal (ULN).
Women of childbearing potential (less than 2 years postmenopausal or not surgically sterile for more than 3 months), must have a negative serum beta-human chorionic gonadotropin (β-HCG) pregnancy test at screening and a negative urine β-HCG pregnancy test at Day 1 in all treatment periods (TPs) and must use a highly effective method of birth control, which is defined as those which result in a low failure rate (ie, less than 1% per year) according to the Note for guidance on nonclinical safety studies for the conduct of human clinical trials for pharmaceuticals (CPMP/ICH/286/95, modifications). During the entire study female subjects of childbearing potential must use 2 independent methods of contraception, eg, diaphragm and spermicide-coated condom. The use of a condom and spermicidal creams is not sufficiently reliable. For postmenopausal women with presence of less than 2 years post menopausal, and not surgically sterile for more than 3 months, the hormonal status will be determined (follicle-stimulating hormone [FSH] >30 IU/L).
Having given written informed consent prior to undertaking any study-related procedure.
Covered by a health insurance system where applicable, and/or in compliance with the recommendations of the national (German) laws in force relating to biomedical research.
Not under any administrative or legal supervision.
Nonsmoking at least for the last 6 months before screening (to be confirmed by serum cotinine <25 µg/L or urine <500 µg/L).
Pulmonary function test at screening: forced expiratory volume in 1 second (FEV1) and forced vital capacity (FVC) greater than or equal to 70% of the individual prediction according to the equation of the Third National Health and Nutrition Examination Survey (NHANES III).

Exclusion criteria:

Any history or presence of clinically relevant cardiovascular, pulmonary, gastrointestinal, hepatic, renal, metabolic (apart from T1DM), hematological, neurological, osteomuscular, articular, psychiatric, systemic, ocular, gynecologic (if female), or infectious disease, or signs of acute illness.
Severe hypoglycemia resulting in coma/seizures or requiring assistance of another person, and/or hospitalization for diabetic ketoacidosis in the last 6 months before screening visit.
Frequent headaches and/or migraine, recurrent nausea and/or vomiting (more than twice a month).
Blood donation, any volume, within 3 months before inclusion.
Symptomatic postural hypotension, irrespective of the decrease in blood pressure, or asymptomatic postural hypotension defined as a decrease in systolic blood pressure ≥20 mmHg within 3 minutes when changing from supine to standing position.
Presence or history of drug hypersensitivity, or allergic disease diagnosed and treated by a physician.
Likelihood of requiring treatment during the study period with drugs not permitted by the clinical study protocol.
History or presence of drug or alcohol abuse (alcohol consumption more than 40 g per day).
Excessive consumption of beverages containing xanthine bases (more than 4 cups or glasses per day).
If female, pregnancy (defined as positive β-HCG blood test), breastfeeding at screening and before any treatment periods (defined as positive β-HCG urine test).
Any medication (including St John's Wort) within 14 days before inclusion or within 5 times the elimination half-life or PD half-life of the medication, with the exception of insulin, stable treatment (at least 2 months) with thyroid hormones, lipid-lowering and antihypertensive drugs and if female with the exception of hormonal contraception or menopausal hormone replacement therapy.
Any vaccination within the last 28 days.
Any patient who, in the judgment of the Investigator, is likely to be noncompliant during the study, or unable to cooperate because of a language problem or poor mental development.
Any patient in the exclusion period of a previous study according to applicable regulations.
Any patient who cannot be contacted in case of emergency.
Any patient who is the Investigator or any sub-Investigator, research assistant, pharmacist, study coordinator, or other staff thereof, directly involved in conducting the study.
Positive result on any of the following tests: hepatitis B surface antigen (HBs Ag), antihepatitis C virus (anti-HCV) antibodies, anti-human immunodeficiency virus 1 and 2 antibodies (anti-HIV1 and anti HIV2 Ab).
Positive result on urine drug screen (amphetamines/methamphetamines, barbiturates, benzodiazepines, cannabinoids, cocaine, opiates, and cotinine).
Positive alcohol test.
Presence or history of any acute or chronic obstructive bronchopulmonary disease (COPD) including asthma, cancer.
Upper respiratory tract infection within 8 weeks before screening.
Known hypersensitivity to Afrezza TI and excipients.
Inability, in the opinion of the Principal Investigator or a designee, to adequately inhale Afrezza powder.
Any history or presence of deep leg vein thrombosis or a frequent appearance of deep leg vein thrombosis in first-degree relatives (parents, siblings, or children).

The above information is not intended to contain all considerations relevant to a patient's potential participation in a clinical trial."
